"cbsId","cbsName","cbsComment"
"GM0642","Zwijndrecht","Gemeentelijke herindeling per 01-01-2003. <br>Begindatum voor 1830"
"GM0193","Zwolle","Begindatum voor 1830"
"GM1680","Aa en Hunze","Ontstaan per 01-01-1998"
"GM0738","Aalburg","Ontstaan per 01-01-1973"
"GM0358","Aalsmeer","Begindatum voor 1830"
"GM0197","Aalten","Gemeentelijke herindeling per 01-01-2005. <br>Begindatum voor 1830"
"GM0059","Achtkarspelen","Begindatum voor 1830"
"GM0482","Alblasserdam","Begindatum voor 1830"
"GM0613","Albrandswaard","Ontstaan per 01-01-1985"
"GM0361","Alkmaar","Gemeentelijke herindeling per 01-01-2015. <br>Begindatum voor 1830"
"GM0141","Almelo","Begindatum 01-12-1913"
"GM0034","Almere","Ontstaan per 01-01-1984"
"GM0484","Alphen aan den Rijn","Gemeentelijke herindeling per 01-01-2014. <br>Naamswijziging per 01-01-1918"
"GM1723","Alphen-Chaam","Ontstaan per 01-01-1997"
"GM0060","Ameland","Begindatum voor 1830"
"GM0307","Amersfoort","Begindatum voor 1830"
"GM0362","Amstelveen","Naamswijziging per 01-01-1964"
"GM0363S85","Amsterdam - Centrale Stad",""
"GM0363S56","Amsterdam - stadsdeel Centrum",""
"GM0363S90","Amsterdam - stadsdeel Nieuw-West",""
"GM0363S10","Amsterdam - stadsdeel Noord",""
"GM0363S88","Amsterdam - stadsdeel Oost",""
"GM0363S91","Amsterdam - stadsdeel West",""
"GM0363S89","Amsterdam - stadsdeel Zuid",""
"GM0363S17","Amsterdam - stadsdeel Zuidoost",""
"GM0200","Apeldoorn","Begindatum voor 1830"
"GM0003","Appingedam","Begindatum voor 1830"
"GM0202","Arnhem","Begindatum voor 1830"
"GM0106","Assen","Begindatum voor 1830"
"GM0743","Asten","Begindatum voor 1830"
"GM0744","Baarle-Nassau","Begindatum voor 1830"
"GM0308","Baarn","Begindatum voor 1830"
"GM0489","Barendrecht","Naamswijziging per 10-12-1886"
"GM0203","Barneveld","Begindatum voor 1830"
"GM0005","Bedum","Begindatum voor 1830"
"GM0888","Beek (L.)","Begindatum 02-01-1839"
"GM0370","Beemster","Begindatum voor 1830"
"GM0889","Beesel","Begindatum 02-01-1839"
"GM0007","Bellingwedde","Ontstaan per 01-09-1968"
"GM0491","Bergambacht","Opgeheven per 01-01-2015. <br>Begindatum voor 1830"
"GM1724","Bergeijk","Naamswijziging per 25-09-1998"
"GM0893","Bergen (L.)","Begindatum 02-01-1839"
"GM0373","Bergen (NH.)","Gemeentelijke herindeling per 01-01-2001. <br>Begindatum voor 1830"
"GM0748","Bergen op Zoom","Gemeentelijke herindeling per 01-01-1997. <br>Begindatum voor 1830"
"GM1859","Berkelland","Ontstaan per 01-01-2005"
"GM1721","Bernheze","Naamswijziging per 28-01-1995"
"GM0568","Bernisse","Opgeheven per 01-01-2015. <br>Ontstaan per 01-01-1980"
"GM0753","Best","Begindatum voor 1830"
"GM0209","Beuningen","Begindatum voor 1830"
"GM0375","Beverwijk","Begindatum voor 1830"
"GM0063","het Bildt","Begindatum voor 1830"
"GM0310","De Bilt","Gemeentelijke herindeling per 01-01-2001. <br>Begindatum voor 1830"
"GM0585","Binnenmaas","Gemeentelijke herindeling per 01-01-2007. <br>Ontstaan per 01-01-1984"
"GM1728","Bladel","Ontstaan per 01-01-1997"
"GM0376","Blaricum","Begindatum voor 1830"
"GM0377","Bloemendaal","Gemeentelijke herindeling per 01-01-2009. <br>Begindatum voor 1830"
"GM0055","Boarnsterhim","Opgeheven per 01-01-2014. <br>Naamswijziging per 03-01-1985"
"GM1901","Bodegraven-Reeuwijk","Ontstaan per 01-01-2011"
"GM0755","Boekel","Begindatum voor 1830"
"GM0009","Ten Boer","Begindatum voor 1830"
"GM1681","Borger-Odoorn","Ontstaan per 01-01-1998"
"GM0147","Borne","Begindatum voor 1830"
"GM0654","Borsele","Naamswijziging per 01-01-1970"
"GM0499","Boskoop","Opgeheven per 01-01-2014. <br>Begindatum voor 1830"
"GM0756","Boxmeer","Gemeentelijke herindeling per 01-01-1998. <br>Gemeentelijke herindeling per 01-01-1994. <br>Begindatum voor 1830"
"GM0757","Boxtel","Gemeentelijke herindeling per 01-01-1996. <br>Begindatum voor 1830"
"GM0758","Breda","Gemeentelijke herindeling per 01-01-1997. <br>Begindatum voor 1830"
"GM0501","Brielle","Begindatum voor 1830"
"GM1876","Bronckhorst","Ontstaan per 01-01-2005"
"GM0213","Brummen","Begindatum voor 1830"
"GM0899","Brunssum","Begindatum 02-01-1839"
"GM0312","Bunnik","Begindatum voor 1830"
"GM0313","Bunschoten","Begindatum voor 1830"
"GM0214","Buren","Gemeentelijke herindeling per 01-01-1999. <br>Begindatum voor 1830"
"GM0381","Bussum","Begindatum voor 1830"
"GM0502","Capelle aan den IJssel","Begindatum voor 1830"
"GM0383","Castricum","Gemeentelijke herindeling per 01-01-2002. <br>Begindatum voor 1830"
"GM0109","Coevorden","Gemeentelijke herindeling per 01-01-1998. <br>Begindatum voor 1830"
"GM1706","Cranendonck","Naamswijziging per 28-01-1998"
"GM0611","Cromstrijen","Ontstaan per 01-01-1984"
"GM1684","Cuijk","Ontstaan per 01-01-1994"
"GM0216","Culemborg","Begindatum voor 1830"
"GM0148","Dalfsen","Gemeentelijke herindeling per 01-01-2001. <br>Begindatum voor 1830"
"GM1891","Dantumadiel","Naamswijziging per 01-01-2009"
"GM0503","Delft","Begindatum voor 1830"
"GM0010","Delfzijl","Begindatum voor 1830"
"GM0762","Deurne","Naamswijziging per 01-01-1926"
"GM0150","Deventer","Gemeentelijke herindeling per 01-01-2005. <br>Gemeentelijke herindeling per 01-01-1999. <br>Begindatum voor 1830"
"GM0384","Diemen","Begindatum voor 1830"
"GM1774","Dinkelland","Naamswijziging per 01-06-2002"
"GM0221","Doesburg","Begindatum voor 1830"
"GM0222","Doetinchem","Gemeentelijke herindeling per 01-01-2005. <br>Begindatum 01-01-1920"
"GM0766","Dongen","Gemeentelijke herindeling per 01-01-1997. <br>Begindatum voor 1830"
"GM0058","Dongeradeel","Ontstaan per 01-01-1984"
"GM0505","Dordrecht","Begindatum voor 1830"
"GM0498","Drechterland","Gemeentelijke herindeling per 01-01-2006. <br>Naamswijziging per 01-01-1980"
"GM1719","Drimmelen","Naamswijziging per 25-04-1998"
"GM0303","Dronten","Ontstaan per 01-01-1972"
"GM0225","Druten","Begindatum voor 1830"
"GM0226","Duiven","Begindatum voor 1830"
"GM1711","Echt-Susteren","Ontstaan per 01-01-2003"
"GM0385","Edam-Volendam","Naamswijziging per 01-01-1975"
"GM0228","Ede","Begindatum voor 1830"
"GM0317","Eemnes","Begindatum voor 1830"
"GM1651","Eemsmond","Naamswijziging per 01-01-1992"
"GM0770","Eersel","Gemeentelijke herindeling per 01-01-1997. <br>Begindatum voor 1830"
"GM1903","Eijsden-Margraten","Ontstaan per 01-01-2011"
"GM0772","Eindhoven","Begindatum voor 1830"
"GM0230","Elburg","Begindatum voor 1830"
"GM0114","Emmen","Gemeentelijke herindeling per 01-01-1998. <br>Begindatum voor 1830"
"GM0388","Enkhuizen","Begindatum voor 1830"
"GM0153","Enschede","Begindatum voor 1830"
"GM0232","Epe","Begindatum voor 1830"
"GM0233","Ermelo","Begindatum voor 1830"
"GM0777","Etten-Leur","Naamswijziging per 01-01-1968"
"GM1722","Ferwerderadiel","Naamswijziging per 01-01-1999"
"GM0070","Franekeradeel","Begindatum voor 1830"
"GM0653","Gaasterlân-Sleat","Opgeheven per 01-01-2014. <br>Naamswijziging per 05-06-1985"
"GM0779","Geertruidenberg","Gemeentelijke herindeling per 01-01-1997. <br>Begindatum voor 1830"
"GM0236","Geldermalsen","Begindatum voor 1830"
"GM1771","Geldrop-Mierlo","Ontstaan per 01-01-2004"
"GM1652","Gemert-Bakel","Ontstaan per 01-01-1997"
"GM0907","Gennep","Begindatum 02-01-1839"
"GM0689","Giessenlanden","Ontstaan per 01-01-1986"
"GM0784","Gilze en Rijen","Begindatum voor 1830"
"GM1924","Goeree-Overflakkee","Ontstaan per 01-01-2013"
"GM0664","Goes","Begindatum voor 1830"
"GM0785","Goirle","Begindatum voor 1830"
"GM0512","Gorinchem","Begindatum voor 1830"
"GM0513","Gouda","Begindatum voor 1830"
"GM0365","Graft-De Rijp","Opgeheven per 01-01-2015. <br>Ontstaan per 01-08-1970"
"GM0786","Grave","Begindatum voor 1830"
"GM0518","'s-Gravenhage (gemeente)","Begindatum voor 1830"
"GM0241","Groesbeek","Gemeentelijke herindeling per 01-01-2015. <br>Begindatum voor 1830"
"GM0014","Groningen (gemeente)","Begindatum voor 1830"
"GM0015","Grootegast","Begindatum voor 1830"
"GM1729","Gulpen-Wittem","Ontstaan per 01-01-1999"
"GM0158","Haaksbergen","Begindatum voor 1830"
"GM0788","Haaren","Gemeentelijke herindeling per 01-01-1996. <br>Begindatum voor 1830"
"GM0392","Haarlem","Begindatum voor 1830"
"GM0393","Haarlemmerliede en Spaarnwoude","Begindatum 13-06-1857"
"GM0394","Haarlemmermeer","Begindatum 16-11-1855"
"GM1655","Halderberge","Ontstaan per 01-01-1997"
"GM0160","Hardenberg","Gemeentelijke herindeling per 01-01-2001. <br>Ontstaan per 01-05-1941"
"GM0243","Harderwijk","Begindatum voor 1830"
"GM0523","Hardinxveld-Giessendam","Ontstaan per 01-01-1957"
"GM0017","Haren","Begindatum voor 1830"
"GM0072","Harlingen","Begindatum voor 1830"
"GM0244","Hattem","Begindatum voor 1830"
"GM0396","Heemskerk","Begindatum voor 1830"
"GM0397","Heemstede","Begindatum voor 1830"
"GM0246","Heerde","Begindatum voor 1830"
"GM0074","Heerenveen","Gemeentelijke herindeling per 01-01-2014. <br>Begindatum 01-07-1934"
"GM0398","Heerhugowaard","Begindatum voor 1830"
"GM0917","Heerlen","Begindatum 02-01-1839"
"GM1658","Heeze-Leende","Ontstaan per 01-01-1997"
"GM0399","Heiloo","Begindatum voor 1830"
"GM0400","Den Helder","Begindatum voor 1830"
"GM0163","Hellendoorn","Begindatum voor 1830"
"GM0530","Hellevoetsluis","Begindatum voor 1830"
"GM0794","Helmond","Begindatum voor 1830"
"GM0531","Hendrik-Ido-Ambacht","Begindatum voor 1830"
"GM0164","Hengelo (O.)","Begindatum voor 1830"
"GM0796","'s-Hertogenbosch","Gemeentelijke herindeling per 01-01-2015. <br>Gemeentelijke herindeling per 01-01-1996. <br>Begindatum voor 1830"
"GM0252","Heumen","Begindatum voor 1830"
"GM0797","Heusden","Gemeentelijke herindeling per 01-01-1997. <br>Begindatum voor 1830"
"GM0534","Hillegom","Begindatum voor 1830"
"GM0798","Hilvarenbeek","Gemeentelijke herindeling per 01-01-1997. <br>Begindatum voor 1830"
"GM0402","Hilversum","Begindatum voor 1830"
"GM1735","Hof van Twente","Ontstaan per 01-01-2001"
"GM1911","Hollands Kroon","Ontstaan per 01-01-2012"
"GM0118","Hoogeveen","Begindatum voor 1830"
"GM0018","Hoogezand-Sappemeer","Ontstaan per 01-04-1949"
"GM0405","Hoorn","Begindatum voor 1830"
"GM1507","Horst aan de Maas","Gemeentelijke herindeling per 01-01-2010. <br>Ontstaan per 01-01-2001"
"GM0321","Houten","Begindatum voor 1830"
"GM0406","Huizen","Begindatum voor 1830"
"GM0677","Hulst","Gemeentelijke herindeling per 01-01-2003. <br>Begindatum voor 1830"
"GM0353","IJsselstein","Begindatum voor 1830"
"GM1884","Kaag en Braassem","Ontstaan per 01-01-2009"
"GM0166","Kampen","Gemeentelijke herindeling per 01-01-2001. <br>Begindatum voor 1830"
"GM0678","Kapelle","Begindatum voor 1830"
"GM0537","Katwijk","Gemeentelijke herindeling per 01-01-2006. <br>Begindatum voor 1830"
"GM0928","Kerkrade","Begindatum 02-01-1839"
"GM1598","Koggenland","Ontstaan per 01-01-2007"
"GM0079","Kollumerland en Nieuwkruisland","Begindatum voor 1830"
"GM0588","Korendijk","Ontstaan per 01-01-1984"
"GM0542","Krimpen aan den IJssel","Begindatum voor 1830"
"GM1659","Laarbeek","Ontstaan per 01-01-1997"
"GM1685","Landerd","Ontstaan per 01-01-1994"
"GM0882","Landgraaf","Ontstaan per 01-01-1982"
"GM0415","Landsmeer","Gemeentelijke herindeling per 01-01-1991. <br>Begindatum voor 1830"
"GM0416","Langedijk","Ontstaan per 01-08-1941"
"GM1621","Lansingerland","Ontstaan per 01-01-2007"
"GM0417","Laren (NH.)","Begindatum voor 1830"
"GM0022","Leek","Begindatum voor 1830"
"GM0545","Leerdam","Begindatum voor 1830"
"GM0080","Leeuwarden","Gemeentelijke herindeling per 01-01-2014. <br>Begindatum voor 1830"
"GM0081","Leeuwarderadeel","Begindatum voor 1830"
"GM0546","Leiden","Begindatum voor 1830"
"GM0547","Leiderdorp","Begindatum voor 1830"
"GM1916","Leidschendam-Voorburg","Ontstaan per 01-01-2002"
"GM0995","Lelystad","Ontstaan per 01-01-1980"
"GM0082","Lemsterland","Opgeheven per 01-01-2014. <br>Begindatum voor 1830"
"GM1640","Leudal","Ontstaan per 01-01-2007"
"GM0327","Leusden","Begindatum voor 1830"
"GM0733","Lingewaal","Naamswijziging per 03-01-1987"
"GM1705","Lingewaard","Naamswijziging per 01-01-2003"
"GM0553","Lisse","Begindatum voor 1830"
"GM0140","Littenseradiel","Naamswijziging per 26-01-1985"
"GM0262","Lochem","Gemeentelijke herindeling per 01-01-2005. <br>Begindatum voor 1830"
"GM0809","Loon op Zand","Begindatum voor 1830"
"GM0331","Lopik","Begindatum voor 1830"
"GM0024","Loppersum","Begindatum voor 1830"
"GM0168","Losser","Begindatum voor 1830"
"GM1671","Maasdonk","Opgeheven per 01-01-2015. <br>Ontstaan per 01-01-1993"
"GM0263","Maasdriel","Gemeentelijke herindeling per 01-01-1999. <br>Naamswijziging per 01-08-1944"
"GM1641","Maasgouw","Ontstaan per 01-01-2007"
"GM0556","Maassluis","Begindatum voor 1830"
"GM0935","Maastricht","Begindatum voor 1830"
"GM1663","De Marne","Naamswijziging per 01-01-1992"
"GM0025","Marum","Begindatum voor 1830"
"GM0420","Medemblik","Gemeentelijke herindeling per 01-01-2011. <br>Gemeentelijke herindeling per 01-01-2007. <br>Begindatum voor 1830"
"GM0938","Meerssen","Begindatum 02-01-1839"
"GM1908","Menameradiel","Naamswijziging per 01-01-2011"
"GM1987","Menterwolde","Naamswijziging per 01-02-1991"
"GM0119","Meppel","Gemeentelijke herindeling per 01-01-1998. <br>Begindatum voor 1830"
"GM0687","Middelburg (Z.)","Gemeentelijke herindeling per 01-01-1997. <br>Begindatum voor 1830"
"GM1842","Midden-Delfland","Ontstaan per 01-01-2004"
"GM1731","Midden-Drenthe","Naamswijziging per 01-01-2000"
"GM0815","Mill en Sint Hubert","Begindatum voor 1830"
"GM0265","Millingen aan de Rijn","Opgeheven per 01-01-2015. <br>Naamswijziging per 01-01-1954"
"GM1709","Moerdijk","Naamswijziging per 04-04-1998"
"GM1927","Molenwaard","Ontstaan per 01-01-2013"
"GM1955","Montferland","Ontstaan per 01-01-2005"
"GM0335","Montfoort","Begindatum voor 1830"
"GM0944","Mook en Middelaar","Begindatum 02-01-1839"
"GM0424","Muiden","Begindatum voor 1830"
"GM0425","Naarden","Begindatum voor 1830"
"GM1740","Neder-Betuwe","Naamswijziging per 01-04-2003"
"GM0643","Nederlek","Opgeheven per 01-01-2015. <br>Ontstaan per 01-01-1985"
"GM0946","Nederweert","Begindatum 02-01-1839"
"GM0304","Neerijnen","Ontstaan per 01-01-1978"
"GM0356","Nieuwegein","Ontstaan per 01-07-1971"
"GM0569","Nieuwkoop","Gemeentelijke herindeling per 01-01-2007. <br>Begindatum voor 1830"
"GM0267","Nijkerk","Gemeentelijke herindeling per 01-01-2000. <br>Begindatum voor 1830"
"GM0268","Nijmegen","Begindatum voor 1830"
"GM1695","Noord-Beveland","Ontstaan per 01-01-1995"
"GM1699","Noordenveld","Ontstaan per 01-01-1998"
"GM0171","Noordoostpolder","Provinciale wijziging per 01-01-1986. <br>Naamswijziging per 01-07-1962"
"GM0575","Noordwijk","Begindatum voor 1830"
"GM0576","Noordwijkerhout","Begindatum voor 1830"
"GM0820","Nuenen, Gerwen en Nederwetten","Begindatum voor 1830"
"GM0302","Nunspeet","Ontstaan per 01-01-1972"
"GM0951","Nuth","Begindatum 02-01-1839"
"GM0579","Oegstgeest","Begindatum voor 1830"
"GM0823","Oirschot","Gemeentelijke herindeling per 01-01-1997. <br>Begindatum voor 1830"
"GM0824","Oisterwijk","Gemeentelijke herindeling per 01-01-1997. <br>Begindatum voor 1830"
"GM1895","Oldambt","Ontstaan per 01-01-2010"
"GM0269","Oldebroek","Begindatum voor 1830"
"GM0173","Oldenzaal","Begindatum voor 1830"
"GM1773","Olst-Wijhe","Naamswijziging per 26-03-2002"
"GM0175","Ommen","Begindatum 01-05-1923"
"GM0881","Onderbanken","Ontstaan per 01-01-1982"
"GM1586","Oost Gelre","Naamswijziging per 19-05-2006"
"GM0826","Oosterhout","Begindatum voor 1830"
"GM0085","Ooststellingwerf","Begindatum voor 1830"
"GM0431","Oostzaan","Begindatum voor 1830"
"GM0432","Opmeer","Begindatum voor 1830"
"GM0086","Opsterland","Begindatum voor 1830"
"GM0828","Oss","Gemeentelijke herindeling per 01-01-2015. <br>Gemeentelijke herindeling per 01-01-2011. <br>Gemeentelijke herindeling per 01-01-2003. <br>Gemeentelijke herindeling per 01-01-1994. <br>Begindatum voor 1830"
"GM0584","Oud-Beijerland","Begindatum voor 1830"
"GM1509","Oude IJsselstreek","Ontstaan per 01-01-2005"
"GM0437","Ouder-Amstel","Begindatum voor 1830"
"GM0644","Ouderkerk","Opgeheven per 01-01-2015. <br>Ontstaan per 01-01-1985"
"GM0589","Oudewater","Provinciale wijziging per 01-09-1970. <br>Begindatum voor 1830"
"GM1734","Overbetuwe","Ontstaan per 01-01-2001"
"GM0590","Papendrecht","Begindatum voor 1830"
"GM1894","Peel en Maas","Ontstaan per 01-01-2010"
"GM0765","Pekela","Ontstaan per 01-01-1990"
"GM1926","Pijnacker-Nootdorp","Ontstaan per 01-01-2002"
"GM0439","Purmerend","Begindatum voor 1830"
"GM0273","Putten","Begindatum voor 1830"
"GM0177","Raalte","Gemeentelijke herindeling per 01-01-2001. <br>Begindatum voor 1830"
"GM0703","Reimerswaal","Ontstaan per 01-01-1970"
"GM0274","Renkum","Begindatum voor 1830"
"GM0339","Renswoude","Begindatum voor 1830"
"GM1667","Reusel-De Mierden","Ontstaan per 01-01-1997"
"GM0275","Rheden","Begindatum voor 1830"
"GM0340","Rhenen","Begindatum voor 1830"
"GM0597","Ridderkerk","Begindatum voor 1830"
"GM0196","Rijnwaarden","Ontstaan per 01-01-1985"
"GM1672","Rijnwoude","Opgeheven per 01-01-2014. <br>Naamswijziging per 01-01-1993"
"GM1742","Rijssen-Holten","Naamswijziging per 15-03-2003"
"GM0603","Rijswijk (ZH.)","Begindatum voor 1830"
"GM1669","Roerdalen","Gemeentelijke herindeling per 01-01-2007. <br>Naamswijziging per 01-01-1993"
"GM0957","Roermond","Gemeentelijke herindeling per 01-01-2007. <br>Gemeentelijke herindeling per 01-01-1991. <br>Begindatum 02-01-1839"
"GM0736","De Ronde Venen","Gemeentelijke herindeling per 01-01-2011. <br>Ontstaan per 01-01-1989"
"GM1674","Roosendaal","Ontstaan per 01-01-1997"
"GM0599D01","Rotterdam - Concern","dg = deelgemeente"
"GM0599D63","Rotterdam - dg Centrum","dg = deelgemeente"
"GM0599D06","Rotterdam - dg Charlois","dg = deelgemeente"
"GM0599D12","Rotterdam - dg Delfshaven","dg = deelgemeente"
"GM0599D11","Rotterdam - dg Feijenoord","dg = deelgemeente"
"GM0599D05","Rotterdam - dg Hillegersberg Schiebroek","dg = deelgemeente"
"GM0599D07","Rotterdam - dg Hoek v. Holland","dg = deelgemeente"
"GM0599D08","Rotterdam - dg Hoogvliet","dg = deelgemeente"
"GM0599D02","Rotterdam - dg IJsselmonde","dg = deelgemeente"
"GM0599D04","Rotterdam - dg Kralingen-Crooswijk","dg = deelgemeente"
"GM0599D10","Rotterdam - dg Noord","dg = deelgemeente"
"GM0599D03","Rotterdam - dg Overschie","dg = deelgemeente"
"GM0599D64","Rotterdam - dg Pernis","dg = deelgemeente"
"GM0599D09","Rotterdam - dg Prins Alexander","dg = deelgemeente"
"GM0599D13","Rotterdam - dg Rozenburg","dg = deelgemeente"
"GM0277","Rozendaal","Begindatum voor 1830"
"GM0840","Rucphen","Begindatum voor 1830"
"GM0441","Schagen","Gemeentelijke herindeling per 01-01-2013. <br>Begindatum voor 1830"
"GM0458","Schermer","Opgeheven per 01-01-2015. <br>Ontstaan per 01-08-1970"
"GM0279","Scherpenzeel","Begindatum voor 1830"
"GM0606","Schiedam","Begindatum voor 1830"
"GM0088","Schiermonnikoog","Begindatum voor 1830"
"GM0844","Schijndel","Begindatum voor 1830"
"GM0962","Schinnen","Begindatum 02-01-1839"
"GM0608","Schoonhoven","Opgeheven per 01-01-2015. <br>Begindatum voor 1830"
"GM1676","Schouwen-Duiveland","Ontstaan per 01-01-1997"
"GM0965","Simpelveld","Begindatum 02-01-1839"
"GM1702","Sint Anthonis","Naamswijziging per 04-07-1995"
"GM0845","Sint-Michielsgestel","Gemeentelijke herindeling per 01-01-1996. <br>Begindatum voor 1830"
"GM0846","Sint-Oedenrode","Begindatum voor 1830"
"GM1883","Sittard-Geleen","Ontstaan per 01-01-2001"
"GM0051","Skarsterlân","Opgeheven per 01-01-2014. <br>Naamswijziging per 01-03-1985"
"GM0610","Sliedrecht","Begindatum voor 1830"
"GM0040","Slochteren","Begindatum voor 1830"
"GM1714","Sluis","Ontstaan per 01-01-2003"
"GM0090","Smallingerland","Begindatum voor 1830"
"GM0342","Soest","Begindatum voor 1830"
"GM0847","Someren","Begindatum voor 1830"
"GM0848","Son en Breugel","Begindatum voor 1830"
"GM0612","Spijkenisse","Opgeheven per 01-01-2015. <br>Begindatum voor 1830"
"GM0037","Stadskanaal","Ontstaan per 01-01-1969"
"GM0180","Staphorst","Begindatum voor 1830"
"GM0532","Stede Broec","Ontstaan per 01-01-1979"
"GM0851","Steenbergen","Gemeentelijke herindeling per 01-01-1997. <br>Naamswijziging per 25-06-1962"
"GM1708","Steenwijkerland","Naamswijziging per 01-01-2003"
"GM0971","Stein (L.)","Begindatum 02-01-1839"
"GM1904","Stichtse Vecht","Ontstaan per 01-01-2011"
"GM0617","Strijen","Begindatum voor 1830"
"GM1900","Súdwest-Fryslân","Ontstaan per 01-01-2011"
"GM0715","Terneuzen","Gemeentelijke herindeling per 01-01-2003. <br>Begindatum voor 1830"
"GM0093","Terschelling","Provinciale wijziging per 01-09-1942. <br>Begindatum voor 1830"
"GM0448","Texel","Begindatum voor 1830"
"GM1525","Teylingen","Ontstaan per 01-01-2006"
"GM0716","Tholen","Gemeentelijke herindeling per 01-01-1995. <br>Begindatum voor 1830"
"GM0281","Tiel","Begindatum voor 1830"
"GM0855","Tilburg","Gemeentelijke herindeling per 01-01-1997. <br>Begindatum voor 1830"
"GM0183","Tubbergen","Begindatum voor 1830"
"GM1700","Twenterand","Naamswijziging per 01-06-2002"
